,0
882,""" 죽.. 여줘.... """
883,"순서대로 주엔, 소세리, 개자식2의 말이었다. 루블라일은 급작스럽게 일어난 상황에 말하는 법을 잊어버렸다. 루블라일이 손짓 발짓으로 왓.. 왓 뻐킹 헤픈.. 이란 뜻을 표현하자 이곳에서 유일한 정상인인 공작은 통곡하고 있는 호위기사 둘을 싸늘하게 내려다보며 말했다. 그 싸늘한 얼굴도 환장스럽게 잘생겼다며 루블라일은 혼잣말을 중얼거렸다."
884,""" 주인을 두고 어디서 뭘하고 있었지? """
885,"당장 너희의 행동 1에서부터 10까지 다 말하지 않으면 조져버리겠다는 뜻이 가득 담긴 공작의 표정에, 소세리는 겁에 질려 딸국질을 하기 시작했고 그나마 침착한 성격의 주엔이 울음을 꾹 참으며 설명하기 시작했다."
886,""" 그.. 아가씨의 명대로 아가씨를 모른 척하며, 상점에서 물건을 사고있었는데.. 신상에 눈이 돌아가서... 아가씨에게서 멀어졌습니다... 뒤늦게 아가씨가 보이지 않다는 걸 깨닫고 사람들에게 혹시 후드를 뒤집어 쓴 여자를 보았냐고 물어보았는데, 어떤 개자식 하나가 아가씨를 끌고 갈려고 했고, 나머지 하나는 그걸 부추기다가 화난 아가씨의 응징에 의하여 도망쳤다는.. 얘길 듣고.... """
887,""" 끅, 그러고, 끄흑, 아가씨가 왠 잘생긴 남성 분과, 끅, 홀연히 사라지셨, 끅, """
888,""" 내가 마저 얘기할게.. 소세리.. 여튼 그런 얘기를 듣고 아가씨를 찾는 길에 사람들이 알려준 또다른 개자식을 발견해버려서 목숨은 붙여놓은 채 끌고 왔습니다... """
889,"말을 마치자마자 자신들이 미쳤다며 벌을 내려달라며 통곡하는 둘이 모습에, 공작은 두통으로 인하여 미간을 찌푸렸고 루블라일은 드디어 사람의 말을 내뱉을 수 있게 되었다."
890,""" 잘했어. """
891,""" 예??? """
892,""" 영애, 그게 무슨... """
893,"욕을 먹어야 할 상황에, 칭찬을 내뱉자 기사들과 공작은 당혹스러움을 숨기지 못했다. 뭐지? 뭐지? 소세리와 주엔이 서로 시선교환을 하던 찰나,"
894,""" 억! """
895,""" 목숨만 붙여놔서 정말 잘했다! 내가 마음대로 건들 수 있잖아! """
896,"누구보다 발랄한 얼굴로 있는힘껏 개자식2를 걷어찬 루블라일은 뿌듯하게 외쳤다. 한번으로는 만족할 수 없었는지 꽤 여러번 걷어찬 다음에, 소세리와 주엔쪽으로 도다다 달려가 공작님에겐 들리지않을정도로 소근소근 귓속말을 했다."
897,""" 저새끼랑 저새끼 친구가 붙잡느라 공작님 뒷태를 제대로 못찍었었거든... """
898,""" 아.. 아 네.... """
899,화난 부분이 거기였냐고요!
900,"분위기상 차마 걸 수 없는 태클에 소세리와 주엔은 마음 속으로만 크게 외쳤다. 그러다가도, 짐짓 엄한 루블라일의 눈빛에 찔린게 많은 둘은 움찔했다. 루블라일은 야무지게 주먹을 쥐고는, 소세리와 주엔의 머리에 지옥의 꿀밤을 선사했다."
901,""" 헉! """
902,너 너무 아프다!
903,"매서운 손길에 눈물이 다시 한번 찔끔 나왔으나, 귓가를 때리는 루블라일의 목소리에 나왔던 눈물이 쏙 들어간다."
904,""" 내가 대충 주변에 있으라고 했지, 언제 물건 사느라 시시덕거려도 좋다고 했어? 내가 줬던 돈 다 내놔. """
905,나 지금 공작님 뒷태 못 찍어서 예민해.
906,"진짜 예민해보이는 제 아가씨의 모습에 소세리와 주엔은 얌전히 돈주머니를 내놓았다. 루블라일은 그 돈주머니들을 냉큼 껴안고는, 새침빵꾸하게 흥! 하고 고개를 돌렸다. 그리고 그 일련의 과정을 옆에서 전부 지켜본 공작은 황당함에 잠시 말을 잃었으나, 이내 간신히 침착함을 유지하고는 루블라일에게 말을 건네었다."
907,""" 영애, 지금 여기서 한명 더 제거하셔도 뒷처리는 가능하니 마음 편하게 제거하셔도 됩니다. """
908,내용은 전혀 침착하지 않았다.
909,"자신에게 내려진 사형선고에 아까 죽여달라고 할 땐 언제고, 살고싶었던 개자식2는 눈깔이 뒤집어져 파닥거리기 시작했다."
910,""" 아, 아뇨! 고고고곡고공작님이 저저절 위해서 제거까진 안하셔도 돼요! 그냥 잘못 놀리는 저 혀만 어떻게 좀 하면... (침착)"""
911,""" 아 그런가요? (침착)"""
912,"정말 침착한 얼굴로 어마무시한 소리를 하는 두 귀족의 모습에 개자식2는 소리없이 오열하기 시작했다. 공작은 주머니에서 연락용 마도구를 하나 꺼내더니, 마도구의 버튼을 누르며 조용히 읊조렸다."
913,""" 현 상황은? """
914,"[ 영애께 위해를 가한 녀석을 생포했습니다. 아직 의식은 불분명하지만, 바로 경비대로 압송할 예정입니다. 주변 상인들의 입막음은 확실하게 했습니다. ]"
915,""" 위해를 가하도록 부추긴 녀석도 붙잡았다. 영애께서 이 녀석의 형벌을 정하셨으니, 압송 후, 경비대에게 그대로 전하도록. """
916,[ 어떤.. ? ]
917,""" 혀를 뽑아라. 지금 야시장 근처에 위치한 공원 입구에 있다. """
918,"[ 네, 알겠습니다. ]"
919,""" 영애, 이제 안심하시고 자택에 귀가하셔.. 도... 될.. 거 같.... ? """
920,""" 신이시여... """
921,"어느정도 일이 해결되었으니 이제 루블라일을 집에 보내려고 했던 공작은, 자신의 새하얀 볼을 붉힌 채 갑자기 신을 찾는 그녀의 행동에 이제는 익숙한 골때림이 찾아오는 것을 느꼈다. 왜.. 왜 또... 정말 이유모를 행동에 공작이 어버버거리는 것관 달리, 소세리와 주엔은 루블라일의 기행에 대한 까닭을 바로 알아챈 것인지 표정이 굉장히 평화로웠다."
922,""" 방금 설렐만하긴 했지.. """
923,""" 응.. 안그래도 본판 얼굴과 목소리가 뛰어나시니.... """
924,호호..
925,"손녀딸이 옆집 교회오빠를 몰래 바라보며 설레어하는 장면을 목격한 할머니마냥 그 둘은 허허롭게 웃고는 서로를 바라보았다. 그렇게 루블라일은 계속 볼을 붉힌 채 신을 찾고, 소세리와 주엔은 허허 웃고, 개자식2는 기절하고, 공작은 혼자 의문상태가 되어 두통을 느끼는 상황은 공작의 기사들이 이곳에 도착할 때까지 지속되었다."
926,^^^
927,2. 자 이제 시작이야(덕질) 내 꿈을 위한 여행(스토킹~)
928,
929,"그렇게 지옥의 개자식 듀오를 경비대로 보내버리고, 공작은 자택까지 에스코트해드리겠다며 루블라일을 이끌었다. 하지만 루블라일은 공작의 뒤에서 걷고 있었는데, 왜 뒤에서 걷고 있냐고 묻는다면 옆에서 에스코트할려던 공작을 말리며 부득부득 우기고는, 기어코 공작의 뒤에서 걷는 루블라일 그 자신 때문이었다. 루블라일은 뾱뾱뾱 공작님의 뒤를 쫓으며, 히죽히죽 올라가는 입꼬리를 주체하지 못했다. 아! 아까 못봤던 뒷태를 이렇게 보냐고!!! 무슨 이런 행운이 감사합니다!!!! 새하얀 볼은 발갛게 변한 채 바뀔 생각을 않는다."
930,"그리고 그 일련의 과정을 전부 지켜본 기사 소세리, 주엔(에스티론 백작 저 소속)과 애그스, 트레르(펙티르 공작 저 소속)는 무언가 할 말이 많은 얼굴로 서로를 바라보았다. 음..... 너네 아가씨는.. 뭐랄까.. 한결 같네... ? 어.. 응... 한결같으시지..."
931,그들은 무언가 진한 유대감을 느꼈다.
932,"그렇게 각 귀족가에 속해 있는 기사들끼리의 강력한 유대감을 느끼는 동안 루블라일은 엄청난 행복감을 만끽하며 걷다가, 갑자기 무언가 퍼뜩 떠올랐는지 핫! 하고 두 눈을 번쩍 떴다."
933,"' 아니아니아니, 그런데 그냥 이렇게 백작 저로 가버리면 그 엄청난 전투씬은!? 야시장 안에 있어야만 일어나는 사건인데?!?!?! 우리 공작님이 야시장 구석에서 5대 1로 다 발라버리는 그 전투씬은!?! '"
934,어닛 이럴수가!?
935,"루블라일은 밀려오는 아찔함에 그만, 발을 헛디디며 비틀거렸다. 그리고 그 비틀거림을 기민하게 눈치 챈 공작은 냉큼 뒤돌아 그녀의 팔을 빠르지만, 조심스럽게 붙잡았다. 공작은 갑자기 비틀거리는 루블라일의 모습에 놀란 것 같았다. 루블라일은 공작님이 팔을 붙잡았다는 사실에 정신이 팔려 놀란 공작의 얼굴은 보지 못 했다."
936,지ㅡ져스!
937,루블라일은 전투씬 그딴거는 머리에서 치워버리고 쾌재를 불렀다.
938,""" 영애, 괜찮습니까? """
939,"루블라일이 행복에 겨워있는데에 반해, 펙티르 공작은 놀란 기색을 숨길 수가 없었다. 당차게 개자식의 뚝배기를 깨고, 개자식2를 신명나게 걷어찬 모습을 봐서 아무렇지도 않을 거라고 생각했는데."
940,""" 저저저, ㅈ, 전 괜찮습니다.... """
941,"아무렇지 않긴 무슨, 말 더듬는 것을 보아라.(원래 공작 앞이면 말 더듬었다.) 레쉬블 프라이티아 펙티르. 아무리 좋아하지 않는 사람이라지만, 방금 큰 일을 당한 사람을 제대로 에스코트조차 못하다니.(루블라일이 빽빽 우겨 본인이 뒤로 갔다.) 공작은 일그러지는 제 얼굴을 막을 수가 없었다. 정작 루블라일은 붙잡힌 제 팔을 보며 헉헉거리고 있었지만."
942,""" 하아, 영애. """
943,""" 네네네느눼!? """
944,"이것 봐라, 또 말을 더듬는다. (위에서도 설명했지만 원래 공작 앞에서는 맨날 더듬었다.) 공작은 이걸 어찌해야하나, 라고 생각하다 한숨을 푹 내뱉으며 조근조근 말을 하기 시작했다."
945,""" 에스티론 영애. 오늘 일어난 일은.. 정말 유감이라고 생각합니다. """
946,공작은 말을 꺼내자마자 제 혀를 깨물고 싶었다. 아니 유감이라고 생각해서 어쩔건데!? 밤하늘빛 눈동자가 잘게 떨렸다. 퍽 잘못 들으면 비꼬는 것으로 들릴 수도 있는 말에 공작은 다급하게 수습하기 시작했다.
947,""" 아니, 그러니까 제 말은 그런 불미스러운 일이 일어났으니까, 그 혹시 영애의 심신안정을 위해서 도움이 필요하시다면.. 언제든지 도와드리겠습니다. """
948,""" 어! 에스티론 영애님의 심신안정에 도움이 될 만한거, 저 알 것 같은데요! """
949,"공작이 누구보다 빠르게 수습을 하던 와중, 뒤에서 그 얘기를 듣던 공작 저 소속 기사 트레르가 번쩍 손을 들며 외쳤다. 그 외침에 주위의 모두가 띠용한 얼굴로 그를 바라보았으나, 오히려 그는 관심이 본인 스스로에게 집중 된 것이 뿌듯했는지 만족스러운 표정을 지으며 큼큼, 헛기침을 했다."
950,""" 아이 참. 사실 이거는 에스티론 영애님과 단 둘이 남았을 때 몰래 거래할려던 거였는데... """
951,거래... ?
952,"의미심장한 트레르의 단어선택에 모두가 제 머리 위로 물음표를 띄우고 있던 그때. 트레르는 제 주머니 속에 손을 집어넣고는 한참 뒤적거리더니, 이내 음후후훗! 하는 음흉한 웃음소리를 내며 무언가를 꺼내었다."
953,"아무런 문양도 없는, 심플한 생김새를 가진 검은색의 손수건이었다."
954,""" 손수건... ? """
955,"루블라일의 덕후의 촉이 찌릿, 하고 곤두섰다."
956,트레르는 과장된 몸짓으로 손수건을 휘날리며 목소리를 높였다.
957,""" 이것은! 단순한 손수건이 아니라! 무려 레쉬블 프라이티아 펙티르 공작 각하의 땀!! 을!!! 닦고! 3일동안 빨지 않고 묵혀둔 아주 귀중한 손수건이랍니다! """
958,털푸덕.
959,루블라일은 순간 다리에 힘이 풀려 그 자리에서 무릎을 꿇었다. 그리고...
960,""" ㅡ뭐? 공작님의 땀을 닦고 3일 동안 묵혀둔 손수건.. ? 얼마야!!! 얼마면 돼! 집을 팔아서라도 사겠어! """
961,""" 그만해! 이 미친 여자야! """
962,개판이 되었다.
963,*
964,""" 으흐흫흡흑흫흐흐흐...., """
965,이힉이히히힣힉! 이히힉!
966,"결국 트레르에게 금화 3개를 건네고 (평민 3달 생활비와 맞먹는다. 트레르는 공작에게 머리를 후려맞으면서도 기뻐했다.) 공작님의 땀을 닦은 손수건을 쟁취해 낸 루블라일은 누구보다 가벼운, 붕방붕방거리는 발걸음으로 에스티론 백작 저에 들어왔다. 루블라일은 똥꼬발랄하게 저택의 문을 열어재꼈다. 그런데 어째, 묘하게..."
967,""" 뭐야. 분위기가 왜이래? """
968,"싸늘한 저택의 분위기에, 루블라일은 음흉하게 웃던 것도 잊고 주변을 둘러보며 말했다. 그런 루블라일의 말에 고용인들은 흠칫 몸을 떨었다. 당혹스러움에 두 개의 녹빛 눈동자를 이리저리 굴리던 찰나, 시녀 중 하나가 덜덜 떨리는 목소리로 루블라일에게 고했다."
969,""" 저어... 아, 아가씨.. 편지가 왔습니다. """
970,""" 이 밤 중에? 왠일이래. 누군데? """
971,"루블라일은 밤 중에 편지를 보낼 정도면 진짜 급했나보다, 에스티론 백작 부부한테 무슨 일이 생겼나? 라고 생각하고는, 입고 있었던 후드를 벗으며, 시녀에게 내밀었다. 시녀는 받으라는 후드는 받지 않고, 울상을 지으며 루블라일의 의문에 답했다."
972,""" 메, 메쉬트 킨 조이날 후작 영애께...... """
973,툭...
974,"그리고 허망한 얼굴을 한 채, 내밀었던 후드를 그대로 바닥에 떨궜다."
975,"메쉬트 킨 조이날. 소설 <붉은 색으로>의, 명실상부한 메인 악녀의 이름이었다. 여주인 하네르를 아주 악독하게 괴롭힌."
976,"제기랄, 어쩐지 오늘 운이 너무 좋더라."
977,눈 앞이 캄캄해졌다.
978,
979,
980,
981,[작품후기]
982,+공작도 화나면 상대방의 뚝배기를 후려칩니다.
983,+주엔과 소세리가 비엔나 소세지 칭호를 얻었습니다.
984,소개글에 쓴 장면이 드디어 나왔네요!
985,^^^
986,발렌타인 외전: 초콜릿은 사랑을 싣고~
987,
988,* 이 외전은 본편과 0.2퍼센트정도 관련있습니다.
989,오늘은 초콜릿과 사랑의 날이라는 발렌타인 데이의 '이틀 전'이다.
990,"대형 이벤트의 이틀 전 답게, 에스티론 백작 저택 전체는 기대감에 들썩이고 있었다. 무엇 때문에 이리 들썩이느냐 묻는다면,"
991,""" 난 아가씨가 초콜릿을 만들다 태워버린다에 은화 3개. """
992,""" 나는 만들다 집어던지신다에 은화 5개! """
993,바로 도박때문이었다!
994,"백작 저의 고용인들은 돈 내기를 하며, 시녀 필피에게 제 동전들을 내밀고 있었다. 이 내기의 진행을 주도한 필피는 올라오는 자본의 냄새에 껄껄 웃으며 동전들을 받아들었다. 그런 필피를 바라보던 시녀, 에스나는 한숨을 폭 내뱉고는 필피를 제 팔꿈치로 쿡쿡 찔렀다."
995,""" 필피.. 도박 주도는 좋지 않아..... """
996,""" 에이, 에스나! 괜히 그러지말고~ 다들 즐거워하잖아! """
997,""" 그, 그렇지만... """
998,"능글거리는 필피의 모습에 에스나는 설득하는 걸 포기했는지, 고개를 절레절레 저었다. 그 모습을 본 필피는 방긋! 하고 웃어보이더니 다들 어서 돈을 걸라며 목소리를 높였다."
999,""" 난 아가씨가 한번에 성공한다에 은화 1개! """
1000,""" 성공하시겠어? 난 주방 터뜨리신다에 은화 2개! """
1001,"그리고, 내기엔 '""""""아가씨가 만들다가 실패한다"""""""" 라는 의견이 압도적이었다. 뭐, 그도 그럴게, 자신들의 아가씨는 요리 한번 해본 적 없는 전형적인 귀족 아가씨였으니. 변수라면, 최근에 아가씨의 성격이 많이 유해졌다는 것과, 공작 각하 한정 지옥의 스토커가 되었다는 것이다. 하지만 그것가지고 갑자기 요리실력에 무언가 이상이 일어날 리는 없으니, 모두가 우리 아가씨는 만들다 실패하실 거야! 라고 믿고 있을 때..."
1002,""" 아가씨가 내려오신다! """
1003,"한 시종의 외침에 내기를 하던 고용인들의 입이 싹 다물렸다. 고용인들이 내기에 열기를 띄울 동안, 루블라일이 어느새 기상하여 준비하고는 1층으로 내려올려는 모양이었다."
1004,누가봐도 앗 나 곧 사랑의 이벤트 직전이라 신났는데요! 하는 발걸음에 모두의 시선이 박혔다.
1005,""" 다들 좋은 아침! """
1006,""" 좋은 아침입니다, 아가씨! """
1007,"싱글벙글 미소를 띄운 채 계단을 내려오며 아침 인사를 건네는 루블라일의 모습에 일동 빠릿하게 허리를 숙이며 맞인사를 해보였다. 루블라일의 일어나란 소리에, 고용인들은 눈치를 보며 몸을 일으켰다. 그리고 모두가 기대감이 잔뜩 어린 눈빛을 하고 루블라일을 뚫어져라 바라보았다."
1008,어서 주방에 가서 초콜릿을 만든다고 하세요....!
1009,어서 주방에 가서! 초콜릿을! 만든다고 하세요!
1010,얼른! 주방으로 가서! 초콜릿 만들다! 실패하세요!(???)
1011,"그런 모두의 간절한 염원이 닿은 것일까, 내내 잠자코 있던 루블라일의 입술이 달싹이더니, 소리를 내뱉었다."
1012,""" 마담 딜퐁프의 쇼콜라숍에 갈 거니까, 주엔 보고 정문 앞에 마부랑 대기하고 있으라해. """
1013,.... ?
1014,띠용!?
1015,""" 아, 아, 아가씨, 초콜릿.. 직접.. 안 만드세요....? """
1016,""" ? 오잉? 맛있게 잘 만드는 전문가가 있는데 내가 굳이 왜...? """
1017,""" 엣.. ? """
1018,""" 엣.... ? """
1019,그렇게 고용인들의 내기는 전부 박살났다. 필피는 돈을 걷었던 바구니를 떨군 채 서글프게 통곡했다고 한다.
1020,*
1021,"그리고 그 일이 있고 난 후의 모레. 대망의 발렌타인 데이에, 펙티르 공작은 저녁에 배달 온 마담 딜퐁프의 작품을 보고 경악에 찰 수 밖에 없었다."
1022,""" 대, 대체... """
1023,왓 뻐킹 헤픈.... ! 초콜릿이 몇개야...... !
1024,"정확히 공작의 생일, 1월 30일이란 숫자에 맞췄는지 무려 130개의 초콜릿이 대문을 두드리며 공작 저에 발을 들였다. 심지어 초콜릿들은 전부 한입에 들어갈 정도로 작은 크기였는데, 그 작은 크기의 초콜릿들은 모두 1월 30일의 탄생화인 매쉬 메리골드의 모습을 띄고 있었다."
1025,공작 저 내의 고용인들은 그 초콜릿을 보며 마담 딜퐁프가 얼마나 고생했을지 눈에 선연하게 보였는지 흐르는 눈물을 감추지 못했다. 마담 딜퐁프.. ! 고생이 많아요..... !
1026,"공작은 골때린다는 표정을 숨기지 못하며, 일단 120개의 초콜릿은 따로 시원한 곳에 보관하라 일러두고, 나머지 10개는 직접 들고 자신의 침실로 향하였는데, 싫어도 일단 이렇게까지 정성을 들인 선물을 버릴 수는 없다는 생각에서였다. 그렇게 침실로 올라간 공작은 한숨을 내뱉으며 초콜릿을 빤히 바라보았다."
1027,""" 하아... , """
1028,"원래 단 걸 별로 좋아하지 않는 그로서는, 정말 부담스럽기 짝이 없는 선물이었다. 달달하면서도 눅진하고 텁텁하게 하는 초콜릿은, 정말... 예전에 하네르가 우정 초콜릿이라며 자신에게 초콜릿을 건네었을 때도, 구역질을 참아가며 억지로 꾸역꾸역 먹은 적이 있었다."
1029,"또 한번 제 입을 텁텁하게 할 달콤함에 속이 울렁거렸다. 두 눈을 질끈 감고, 초콜릿 하나를 입에 넣은 순간."
1030,""" 어? """
1031,"깔끔한 쓴 맛이 입 안을 휘저었다. 어.. 어? 잠시만, 이거 초콜릿 맞아..... ? 잘못 만들어진 건가? 공작은 당혹스러움에 두 눈을 깜빡거리다가, 또다른 초콜릿 한개를 념, 하고 입에 넣었다. 이것도 굉장히 깔끔하게 입안을 맴도는 쓴 맛이었다."
1032,""" ..... """
1033,"공작은 새삼, 생경한 눈길로 매쉬 메리골드의 모습을 한 초콜릿들을 내려다보았다. 하나 하나 정성들여 조각한 초콜릿. 마담 딜퐁프의 작품. 그리고 발송인은..."
1034,""" ... 루블라일 리브 에스티론. """
1035,"심플하게 포장된 상자 위에 적혀진 이름을 눈치 챈 공작은, 멍하니 이름을 읊조렸다. 하긴, 자신에게 이런 무지막지한 선물 공세를 할 사람은 그녀 밖에 없었다."
1036,"왠지, 묘해진 기분에 공작은 초콜릿을 한개 더 제 입 속에 밀어넣었다."
1037,이 초콜릿은 확실히 맛있었다.
1038,
1039,
1040,
1041,[작품후기]
1042,매쉬 메리골드의 꽃말은 '반드시 오고야 말 행복'입니다.
1043,^^^
1044,3. 왜이러세요 이러지마세요
1045,
1046,{ 루블라일 리브 에스티론 백작 영애께.
1047,긴 말 안하겠습니다. 내일 조이날 후작 저에서 뵙죠.
1048,-메쉬트 킨 조이날이. }
1049,""" 허헣.. 헣헣헣! """
1050,껄껄껄껄!
1051,"귀족식 미사여구는 다 쓰레기통에 던지고 누가봐도 용건만 써있는 편지에 루블라일은 껄껄 웃다가,"
1052,""" 끄흐으으으으으,,.. """
1053,마치 사형선고를 받은 사람마냥 울어재꼈다.
1054,"메쉬트 킨 조이날. 지옥에서 기어올라온 악역! 자신의 야망을 이루기 위해 황후, 또는 차선으로 공작부인이 되기 위하여 뒤지게 노력했으나 갑자기 끼어든 여주 하네르로 인하여 장래희망이 공중분해될 것 같자 하네르를 제거하기 위해"
1055,독살 시도 15번
1056,마차사고 위장 살인 시도 28번
1057,청부 살인 시도 8번
1058,주변 사람 이간질로 왕따 주도 셀 수.. 없음...
1059,"하필이면 또 조이날 후작가 자체가 뒤지게 강력해서, 작위만 후작이지 재력이라던가 권한같은 것은 거의 공작가와 비등비등한 수준이라 여주를 그렇게 조질려고 노력했음에도 불구하고 아직 멀쩡히 자신들의 배를 불리며 잘 살고 있다. 황제와 공작님의 노력으로 여주를 건드는 짓만 좀 주춤했을 뿐이지...."
1060,tlqkf!
1061,"루블라일은 영어로 욕설을 내뱉으며 편지에 얼굴을 묻고 오열했다. 소설의 주인공은 하네르는 주인공의 행운 버프로 인하여 그것들을 전부 피해냈지만, 루블라일 본인은 아니었다. 좀 비중있는 조연이,,, 어떻게 메인 악역에게 대항하겠습니까.. ? 살 길은 오로지 하나였다."
1062,"왜 날 불렀는지는 전혀 모르겠지만, 일단 심기 거스르지 않게 알아서 바닥에 기어다니자!"
1063,*
1064,짜잔. 조이날 후작 저택입니다.
1065,"후작가의 저택이지만, 마치 공작가와 맞먹을 듯한 으리으리한 저택에 루블라일은 어젯밤의 제 다짐을 다시 한번 굳게 다질 수 있었다. 음. 루블라일! 절대로 나대지말자! 목숨이 소중하다면! 후작저의 집사장의 안내에 따라, 그녀는 누구보다 소심한 발걸음으로 응접실을 향해 걸어갔다."
1066,"집사장이 조용히 문을 열자,"
1067,"굽이치며 내려오는 구불구불한 붉은색 머리카락과 새파란 눈동자를 가지고 있는 메쉬트 킨 조이날이, 우아하게 차를 마시며 루블라일은 빤히 바라보았다. 루블라일은 등 뒤로 식은땀이 흘러내리는 것을 느꼈다. 이내 후작저의 집사장이 응접실을 나갈려는듯 걸음을 돌리자, 루블라일은 으아아 할아버지 나만 이 지옥에 남겨두고 가지마요!!!! 라고 외치고 싶을 것을 꾹 참아야만 했다."
1068,달칵.
1069,"응접실의 문이 닫히고, 이 안에는 메쉬트와 루블라일. 둘 만이 존재하고 있었다. 루블라일의 심장은 난타 콘서트의 비트로 거세게 뛰었다."
1070,""" 루블라일 리브 에스티론 영애. """
1071,""" 네, 넷..... """
1072,"그리고 메쉬트의 부름에 인하여, 루블라일의 비트는 점점 더 빨라졌다. 직감적으로 느낄 수 있었다. 자신은 큰일났다는 것을! <붉은 색으로>의 묘사에서 메쉬트 그녀가 기분이 좋을 땐 언제나 방긋방긋 웃으며 인사를 건넨다는 묘사를 본 적이 있었는데, 미소는 개뿔 인사도 없었다. 루블라일은 오늘 자신이 여기서 살아서 나갈 수 있을지의 여부를 생각하며 내적으로 통곡했다."
1073,""" 영애는.. 뭐랄까, 생각이 없나요? """
1074,"뒤이어, 메쉬트의 신랄한 어조에 루블라일은 헛! 하고는 황급히 메쉬트를 마주보았다. 붉은 색 머리카락과 파란 색 눈이라는 화려한 색조합에 비해, 평범한 이목구비를 가진 메쉬트는 매섭게 눈을 치켜뜬 채 루블라일을 노려보고 있었다."
1075,""" 영애? 내가 물었잖아요. 생각이 없냐고. """
1076,"tlqkf tlqkf rotlqkf! 여기서 대답 안하면 죽음 뿐이다! 루블라일은 현란한 영어 욕설 실력을 마음 속으로 뽐내며, 누구보다 다급하게 대답했다."
1077,""" 생각이... 없나봐요.... """
1078,일단 메쉬트의 말에 긍정하자! 아 당신의 말은 옳습니다! 라는... 뜻으로... 대답하였으나....
1079,""" .... """
1080,"제기랄, 메쉬트의 표정이 더욱 사나워졌다. 왜.. 왜!? 왜!?!!?!왜지!!! 루블라일은 밀려오는 두려움에 달달달 떨기 시작했다. 저 오늘 여기서 죽나요?"
1081,""" 에스티론 영애. 못 본 사이에 많이 대담해지셨네요. 예전 같으면 제 말에 제대로 된 대답도 못하셨을 분이... 아. 펙티르 공작님과 야시장을 함께 다녔다죠? 그래서 그분을 믿고 지금 이러는 건가요? """
1082,아니 시발 님이 그걸 어떻게 알아요!!!!!
1083,"루블라일은 메쉬트의 정보 수집력에 오한을 느끼며, 덜그덕 거리기 시작했다. 와 나보다 더한 스토커가 있을 줄은 몰랐는데..... (물론 당연한 얘기지만 스토킹에선 루블라일이 메쉬트보다 더 한 수 위다.)"
1084,"루블라일이 어법버버!거리며 말을 잇지 못하자 그 모습을 바라보던 메쉬트는 피식, 하고 비웃음을 짓더니 입술을 달싹이며 다시 한번 말을 하기 시작했다."
1085,""" 제가 폐하와 공작 각하 사이에서 줄타기를 하다가 하네르 리아, 그 여자 때문에 망한 건 모두가 알텐데. 우리 사교계의 꽃이 왜 내 행동과 비슷한 짓을 하며 내 심기를 거스르는지 전 이유를 모르겠네요. 에스티론 영애는 아시나요? """
1086,아.
1087,메쉬트의 말에 루블라일은 드디어 왜 그녀가 잔뜩 화가 난 상태인지 그 까닭을 알 수 있었다.
1088,""" 내가, 실패한 걸, 감히 당신이 성공할 수 있다고 생각한 건가요? """
1089,"이 메쉬트 킨 조이날이, 실패한 걸, 감히 네 따위가."
1090,이를 갈며 나오는 험악한 목소리에 루블라일은 (전)루블라일에게 한바가지 욕을 쏟아냈다. 메쉬트가 시도했다가 실패한 걸 루블라일이 그대로 시도해서(사실 그게 아니었지만) 날아가는 새 떼도 전부 떨어뜨려 조진다는 조이날 후작 가의 영애께서 자존심에 쩌적 금이 간 것이다.
1091,그러니까 메쉬트는 지금 루블라일의 행동을..
1092,' 이힉! 멍청한 메쉬트! 네가 못한 걸 이 오지는 루블라일이 해내보이마! 넌 거기서 새나 떨구고 있으세욧! '
1093,".. 라고 받아들인 것. (전)루블라일에게 욕한 적은 많았지만, 이번만큼은 욕을 안할 수가 없었다. 맞은 편에서 분노한 메쉬트의 얼굴을 다시 한번 본 루블라일은 여기서 혀 잘못 놀리면 바로 자신이 독살행으로 가버린다는 것을 깨달았다."
1094,""" 네까짓게 공작부인이 될 수 있을 것 같아!? """
1095,와... 반말까지 나왔다.... 저 반말의 의미는 어차피 곧 뒤질새끼니까 존칭따윈 생략하겠다는 조이날 후작 가의 가풍이었다. 루블라일은 눈물이 흐르는 것을 알 수 있었.. 아니 잠깐. 공작부인!?
1096,""" 그게 무슨 폐하가 덤블링 하는 소리세요!?!?!! """
1097,버럭!
1098,"루블라일이 갑자기 소리를 메쉬트는 놀란듯 두 눈을 동그랗게 떴다가, 이내 비열하게 웃으며 제 목소리를 높였다."
1099,""" 하하하! 이 건방진게, 지금 내 앞에서 소리를 질러? """
1100,""" 아, 아니 그게 아니라.. """
1101,목숨 아까운 줄은 알아서 대번에 소심해진 루블라일은 제 볼륨을 급격히 낮추며 조심스럽게 반박했다.
1102,""" 저, 공작부인 같은 건 꿈도 안 꾸고 있는데요.. """
1103,""" 뭔 개소리야? 에스티론 영애. 요즘 오락가락한다는 소문은 들었는데 진짜 미쳤니? """
1104,어흑!
1105,화끈한 돌직구에 루블라일은 정신이 아찔해졌다. 이 미친 사람... 두려울게 없으니 말도 거리낄게 없구나...
1106,""" 그게 아니라, 저는 단순히, """
1107,""" 그래. 폐하는 그 빌어먹을 평민 년이 접수했으니 공작부인 자리가 좀 탐나보였겠어? 그런데 말이야. 이 메쉬트가 못한 걸 네가, """
