,0
848,이중에 하나는 있겠지 하는 희미한 기대를 품고 전부 샅샅이 살펴보았으나 끝내 브로치는 찾을 수 없었다.
849,"그때, 가장 높은 나뭇가지에 앉아있던 까마귀가 날아올랐다. 아나샤는 곧장 까마귀의 뒤를 쫓았다. 벽을 기어올라 지붕 위를 내달리며 최대한 가깝게 까마귀의 행적을 쫓았다. 날지만 않을 뿐 거의 날아다닐 정도의 빠른 속도였다."
850,서쪽을 향해 날아가던 까마귀는 어느 집의 굴뚝위에 내려앉았다. 그리고는 몇 번 기웃하더니 굴뚝 안으로 사라져버렸다. 아나샤는 낡은 지붕에 올라서서 굴뚝 안을 살폈다.
851,사람이 살지 않는 건물인지 굴뚝에서는 연기는커녕 온기조차 느껴지지 않았다. 새까만 굴뚝 안에서는 희미하지만 새 울음소리가 들려오고 있었다. 이곳에 둥지를 튼 모양이었다.
852,아나샤는 천천히 굴뚝 속으로 내려갔다. 밑이 잘 보이지 않는 어둠이 두려울 만도 할 텐데 그녀는 익숙하다는 듯 어둠을 손으로 훑었다. 두 발로 벽 안 쪽의 틈을 찾아 밟아 내려가며 두 손은 좁은 굴뚝을 꽉 붙잡았다.
853,얼마나 더 내려갔을까 희미하던 울음소리가 더 가깝게 들려왔다. 아나샤는 어둠에 적응한 눈으로 자신의 왼발 아래에 깊은 홈이 자리 잡은 걸 발견할 수 있었다. 그곳을 피해 최대한 오른쪽으로 붙어 내려가자 홈 속에 만들어진 작은 둥지가 보였다.
854,‘브로치다!’
855,나뭇가지와 함께 얼기설기 모여 있는 잡동사니 가운데 은색의 브로치가 보였다. 아나샤는 조심스럽게 브로치로 손을 뻗었다.
856,그 순간 까악 하고 아나샤의 얼굴을 향해 까마귀가 사납게 부리를 벌렸다. 아나샤는 재빠르게 브로치를 움켜쥐는데 성공했지만 동시에 중심을 잃고 굴뚝 아래로 떨어졌다. 다행히 가까스로 두 팔과 다리를 펼쳐 굴뚝바닥에 세워진 쇠꼬챙이에 찔리는 것은 막을 수 있었다.
857,‘아슬아슬했다….’
858,십 년은 감수한 얼굴로 아나샤는 조심스레 쇠꼬챙이를 피해 굴뚝 아래로 기어 나왔다. 역시나 폐가인지 드러난 집안 풍경은 누가 살 것처럼 보이지 않았다. 문을 열고 빠져나온 그녀는 곧장 기사단으로 돌아갔다.
859,늦은 저녁쯤이라 생각했으나 꽤 늦은 시간인지 단장실의 불은 꺼져있었다.
860,아나샤는 바로 기사단 숙사 건물로 향했다. 벽을 타고 단숨에 3층까지 올라간 그녀는 왼쪽 다섯 번째 창문을 두드렸다.
861,“삼촌! 삼촌! 자?”
862,“...이럴 때만 삼촌이지? 왜 무슨 일인데?”
863,“단장님 사는 곳이 어딘지 알아?”
864,자다 일어난 얼굴로 창문을 연 크리스가 여전히 감긴 눈으로 느릿느릿 말을 이었다.
865,"“그 어디냐, 호레이슨 50번가, 그 남쪽거리에 유명한 백작저택 있고 거기서 더 가면 휑한 숲 하나 보이잖아. 거기 너머에 네가 예전에 성 같다고 했던 큰 저택 기억나? 거기서 머무른다고 들었던 것 같은데.......그보다 너 꼴이 왜 그,”"
866,“고마워!!”
867,눈을 뜬 크리스가 경악에 차 묻기도 전에 아나샤는 잽싸게 바람처럼 사라져버렸다.
868,^^^
869,그와 친해지는 법
870,
871,수도 남쪽에 위치한 웨일그레슬 공작가문의 저택은 거의 20년 동안 방치되었다고 해도 과언이 아니었다. 전 공작이 일찍이 타계한 후 그 뒤를 이은 리히르트가 줄곧 직할령에서만 머물렀기 때문이다.
872,"하지만 사용인들의 부지런한 관리 덕에 저택은 주인이 언제 돌아와도 될 만큼 깨끗하고 호화로운 상태였다. 은과 금으로 장식된 자기와 황실의 가구에 버금가는 고급스런 가구들, 샹들리에 아래 반질거리는 넓은 바닥마저 하나하나 세심한 손길들이 닿았다는 것이 느껴질 정도였다."
873,그리고 이 저택의 주인 리히르트는 야심한 시각 홀로 집무실에 앉아있었다. 사적인 공간이라 린넨 셔츠와 면바지의 간편한 옷차림이었지만 그럼에도 옷매무새에는 흐트러짐이 없었다.
874,그는 자신의 영지에서 올라온 서류를 확인하는 중이었다. 얼마나 집중한 채 앉아있었을까. 리히르트는 똑똑하고 들려온 작은 소리에 고개를 들었다.
875,문이 아니었다. 그 반대편에 있는 창문이었다.
876,달도 뜨지 않아 어두운 창밖에는 작은 실루엣이 고개를 내밀고 있었다. 일단 이곳은 4층이었다. 이 높이를 자유자재로 다닐 사람은 그가 아는 한 한명밖에 없었다. 리히르트는 창가로 다가가 잠긴 창을 열었다.
877,“단장님. 약속한대로 찾아왔습니다!”
878,기다렸단 듯 불쑥 나타난 아나샤는 해맑게 브로치를 그의 앞에서 흔들어보였다.
879,"리히르트는 무표정했지만, 되찾아온 브로치보다는 그녀의 모습에 더 놀란 참이었다. 새어나오는 방의 불빛을 고스란히 받은 여인의 모습은 상당히 많이 엉망이었다. 머리는 산발이었고 옷의 팔꿈치부분은 찢어져있었다."
880,할 말을 잃은 듯한 그를 대신해 아나샤는 한발 먼저 운을 뗐다.
881,“약속한 대로 정 주셔야 해요. 발뺌하기 없기에요?”
882,리히르트는 브로치를 건네주는 그녀의 손을 물끄러미 바라만 보았다. 그가 한참동안 받지 않고 가만히 서있자 아나샤는 손끝으로 시선을 내렸다.
883,"방에서 새어나오는 빛을 받은 제 손의 상태는 상상이상으로 더러웠다. 굴뚝 안에서 묻은 건지 손끝도, 손등도 까만 재가 덕지덕지 묻어있었다."
884,"“...헉, 죄송해요!”"
885,그제야 그가 왜 브로치를 받지 않은 것인지 납득이 갔다. 아무리 다른 귀족들과는 달리 지저분한 것을 신경 쓰지 않는다하더라도 이런 손으로 전해주면 꺼려지는 게 당연할 테다.
886,"아나샤는 자책했다. 어둠 속에 있느라 못 본 것도 있지만, 들뜬 마음에 확인을 하지 않은 제 실수였다. 빨리 전해줘서 톡톡히 칭찬받으려던 것이 최악의 결과를 낳은 셈이었다."
887,"“진짜 죄송해요. 가져오다가 묻었나 봐요. 저..., 이건 여기다 놔둘 테니까,”"
888,“고맙습니다.”
889,“네...?”
890,뜻밖의 말에 아나샤는 황당하다는 얼굴로 그를 바라봤다. ‘내 소중한 물건을 더럽혀줘서 참 고맙다’라는 비꼼일까 싶어서였다. 그러나 그는 여느 때처럼 정중함이 묻어나는 단정한 얼굴이었다.
891,“그대에게는 항상 도움만 받는 것 같습니다. 감사하게 생각하고 있습니다.”
892,“…….”
893,"“옷이 찢어졌는데 어디 다치지는,”"
894,멍하니 그의 말을 듣던 중이었다. 몸의 긴장이 풀림과 동시에 덩달아 풀린 손힘에 브로치가 떨어졌다.
895,아나샤는 반사적으로 브로치를 낚아채기 위해 몸을 숙였다. 허공에서 브로치를 잡아챈 그 순간 강한 악력이 그녀의 한쪽 팔을 붙잡았다. 곧이어 굵은 팔이 허리를 와락 낚아채듯이 안았다.
896,“......?”
897,아나샤는 흡사 엄마 품에 매달린 아이처럼 창문턱에 앉혀져서 그를 올려다보았다. 그리고 크게 눈을 키웠다.
898,“...악!! 단장님 옷이!”
899,비싼 재질의 하얀 셔츠위에 지저분한 재가 얼룩덜룩 번져있었다.
900,“괜찮습니다.”
901,“그치만 엄청 시커멓게 묻었는데요? 진짜 죄송해요. 빨면 지워질까요...?”
902,"물어줘야 하나, 낭패한 얼굴로 옷 상태만 묻는 아나샤는 들을 생각이 없어보였다. 덕분에 리히르트는 재차 입을 열어야만 했다."
903,“저는 괜찮지 않은 걸 괜찮다고 말할 성격이 못됩니다. 옷이야 갈아입으면 될 일입니다.”
904,“…단장님이 그렇게까지 말씀해주니까 저도 마음이 조금 놓이네요.”
905,아나샤는 그의 대답에 머쓱한 기분이 들었다. 하긴 공작님씩이나 되는 사람이 옷 하나 버린 것에 크게 신경을 쓸 리 없는 것이다. 똑같은 걸로 다시 사면 될 테니 말이다.
906,“아무튼 늦은 시간에 불쑥 찾아와서 미안해요. 브로치는 한번 깨끗이 씻으세요. 폐가 굴뚝 안에 있었거든요.”
907,할 말을 마친 아나샤는 그에게 브로치를 전해주고서 몸을 일으켰다. 아니 일으키려 했다.
908,"“그럼 내일, 저 단장님...?”"
909,“밤이 늦었습니다.”
910,자신을 놓아주지 않는 손만 아니었다면 말이다.
911,“이대로 보내는 것은 예의가 아닌 것 같습니다. 객실을 내어줄테니 자고 가십시오.”
912,“객실이요? 제가 감히 그런 곳에서 자도 될는지…. 보다시피 몸도 지저분한데.”
913,“목욕 시중을 들 자를 붙여드리겠습니다.”
914,"“아, 아니요! 욕실만 빌려주세요. 그냥 제가 씻을게요.”"
915,"얼떨결에 아나샤는 그의 제안을 수락해버리고 말았다. 뒤늦게 아차 싶었으나 피곤하기도 하고, 언제 또 이런 호화로운 저택에서 머물러볼까 싶으니 편하게 그의 호의를 받아들이기로 했다."
916,곧바로 저택의 시녀에게 객실을 안내받은 아나샤는 가장먼저 욕실로 들어갔다. 따스한 물이 콸콸 쏟아지는 넓은 욕조 안에 눕자 천국이 따로 없었다.
917,‘사흘 동안의 고생을 이렇게 보상받는 구나.’
918,이런 보상이면 까마귀 둥지 뒤지는 일을 매일 할 수도 있을 것 같았다. 여러 차례 탁한 물을 흘려보내고 깨끗해진 상태로 욕실을 나온 아나샤는 시녀가 가져다 놓은 잠옷으로 갈아입고 그대로 침대에 뛰어들었다.
919,푹신하고 보드러운 이불 속에서 아나샤는 금방 잠에 빠져들었다. 내일이 기대되었다.
920,^^^
921,그와 친해지는 법
922,
923,“......어제 뭐 별일은 없었고? 단장님의 표정이 좀 별로였다거나 널 좀 피하는 것 같았다거나.”
924,크리스는 별관 식당에서 아나샤를 만나자마자 조용히 물었다. 어젯밤 그녀의 몰골을 직접 목격한 그로서는 걱정이 안 될 리 없었다.
925,“놀라지나 마시라!”
926,“역시 뭔 일 있었구나? 그 마음에 담아 두진 말고...솔직히 좀 많이 더러워보였어.”
927,“나는 오늘부로 단장님이 총애하는 부하가 될 거니까!”
928,아나샤는 조식으로 나온 사과를 크게 베어 물고서 외쳤다.
929,"“아, 총애.....뭐? 총애?”"
930,"더럽다고 경멸하지만 않으면 다행이라 여겼던 크리스는 크게 눈을 떴다. 그게 무슨 소리냐고, 어떻게 된 일이냐고 꼬치꼬치 캐묻는 말에도 아나샤는 콧방귀만 꿔댈 뿐이었다."
931,“아침부터 무슨 얘기중이야?”
932,“아까 총애 뭐라고 하지 않았어?”
933,“누가 누구를?”
934,주변에 있던 기사들이 하나둘 흥미를 보이며 물었다. 그러나 아나샤는 마저 남은 사과조각을 입안에 밀어 넣고 자리에서 일어났다. 커다란 의문만을 남기고서 그녀는 가벼운 걸음으로 단장실로 향했다.
935,자신보다 일찍 출근한 그는 이미 업무를 보는 중이었다.
936,“단장님! 좋은 아침입니다!”
937,“네.”
938,기합이 잔뜩 들어간 인사에 비하면 김빠질 만큼 단조로운 대답이었지만 아나샤는 마냥 기분이 좋았다.
939,"“그럼 오늘도 힘내시고, 저는 이만!”"
940,“잠시만.”
941,천장위로 올라가려는 그녀를 리히르트가 불러 세웠다.
942,“오늘 점심은 같이 먹지 않겠습니까?”
943,“식사 말인가요...?”
944,‘점심’과 ‘같이 먹다’를 조합하여 도출해낸 결과였다. 역시나 점심식사가 맞는지 그가 가볍게 고개를 끄덕여보였다.
945,“저야 당연히 좋죠!”
946,“그러면 식사는 그대 것까지 해서 따로 준비하라 이르겠습니다.”
947,“네!”
948,크게 고개를 끄덕인 아나샤는 후다닥 천장위로 올라갔다. 작은 흥얼거림이 천장너머로 들려왔지만 리히르트는 애써 못들은 체 해주었다.
949,그렇게 점심시간은 약 3시간 뒤에 찾아왔다. 미리 사항을 전달받은 황실 주방장은 두 개의 쟁반을 가져왔다. 책상은 한 사람만 앉을 수 있다 보니 손님응접용 테이블에 식기가 놓아졌다. 기다려왔던 시간인 만큼 아나샤는 들뜬 모습으로 스푼과 포크를 동시에 들었다.
950,목부터 발끝까지 검은 옷을 입은 여자와 잘 차려입은 귀족적 생김새의 미남자. 마주보고 앉은 모습부터가 참으로 묘한 조합이 아닐 수 없었다.
951,“잘 먹겠습니다!”
952,아나샤는 푸짐한 식사를 모조리 먹어치울 것처럼 손을 댔으나 실제로 그녀의 접시에는 아기주먹만 한 양이 덜어졌다. 직업상 조금씩 나눠먹는 것이 몸에 아예 뱄기 때문이다.
953,물끄러미 그녀가 먹는 모습을 지켜보던 리히르트가 운을 뗐다.
954,“그걸로 됩니까?”
955,“네?”
956,"""활동량에 비해 먹는 게 너무 적은 게 아닌가 싶어서 말입니다. 기사란 체력이 중요합니다."""
957,"“괜찮아요. 딱 이정도 양이 적당하달까, 아무래도 첩자는 민첩함이 생명이다 보니까요. 체중관리를 하다보니까 이젠 습관이 돼서 맛있는 것도 적게 먹게 되네요.”"
958,헤픈 웃음소리가 뒤따랐지만 그는 여전히 진지한 얼굴이었다. 몸매가 드러나는 옷은 아니라지만 한눈에 봐도 그녀의 팔다리는 가늘어보였다. 조그맣고 날렵한 초식동물도 이렇게까지 마르진 않았을 것이다.
959,"""맛있는 것을 한두 개 더 먹는다고 해서 민첩성이 떨어지는 것은 아닐 겁니다."""
960,브라운소스가 어우러진 고기요리가 담긴 접시를 그녀 쪽으로 밀어주며 그가 말했다. 아나샤는 그와 접시를 번갈아가며 보다가 슬며시 고기 한 조각을 집었다. 평소보다 과식한 것 같은 느낌이었지만 기분은 좋았다.
961,"식사가 끝나자 두 사람은 자연스레 후식으로 차를 마셨다. 그녀가 따뜻한 차를 호호 불어마시는 동안, 리히르트는 가만히 그녀를 바라보고만 있었다. 아무런 감정도 담기지 않는 눈이었으나 그는 깊은 고뇌에 차있는 중이었다."
962,“무슨 생각하세요?”
963,남들보다 감각이 배로 예민한 아나샤는 그것을 자연스레 읽어내었다. 갸웃하며 그를 마주보자 그제야 리히르트는 느리게 운을 뗐다.
964,"“정을 주는 것에 대해 생각했습니다. 솔직히 얘기하자면…, 저는 사람 사귐에 많이 서툰 편입니다. 어떻게 해야 그대와 가까워질 수 있을지 잘 모르겠습니다.”"
965,사람을 앞에 두고 무슨 생각을 그렇게 하나싶더니 정말이지 답지 않은 귀여움이었다. 아나샤는 입술을 꾹 다물어 튀어나오려는 웃음을 참아내야 했다.
966,“그러니 그대가 가르쳐주겠습니까?”
967,“그래서 식사를 하자고 하신 거였어요? 약속대로 정 주려고요?”
968,“그렇습니다. 혹시 그대가 원하던 것과는 달랐습니까?”
969,“아니요. 전혀요! 솔직히 엄청 기뻐요. 약속 지켜주시려고 고민까지 하실 줄은 몰랐거든요.”
970,아나샤는 슬금슬금 기어 나오려는 웃음을 해맑은 표정으로 바꾸었다.
971,“그보다 정말 남한테 정을 준 적이 없어요? 진짜 정 없이 살았나보네요.”
972,돌려 말할 생각이 없는 입은 직설적이었다. 신기하다는 눈으로 아나샤는 그를 직접 훑어보기까지 했다.
973,“단장님이 준적은 없어도 다가온 사람은 많았을 거 아니에요?”
974,“어째서 그렇게 생각합니까.”
975,“그야 단장님은 좋은 사람이니까요. 특별히 성격이 못되거나 그러지 않잖아요? 그런 사람 주위엔 늘 사람이 많거든요.”
976,리히르트는 ‘마치 그대같이?’ 하고 속으로 물었다. 그녀는 자신이 신기하다고 생각하는 모양이었지만 오히려 그의 눈에는 눈앞에 있는 그녀가 더 신기했다.
977,“다가온 사람은 몇 있었습니다. 하지만 얼마가지 못해 다 떠나더군요.”
978,“헉! 그런 사연이.......너무 안타깝네요.”
979,“죽은 것이 아닙니다. 제 발로 떠나갔다는 말이었습니다.”
980,"“아, 그런 거라면 뭐.”"
981,"언제 슬픈 눈망울을 빛냈냐는 듯이 담담해진 얼굴로 아나샤가 후릅, 차를 들이켰다. 입맛에 맞았는지 얼굴에 밝은 감정이 떠올랐다. 그 시시각각 변하는 감정변화를 하나하나 눈에 새기듯 리히르트는 그녀를 보고 있었고 말이다."
982,뒤늦게 아나샤가 감싸 쥐고 있던 찻잔을 내려놓았다.
983,“그럼 잡아두고 싶었던 사람은 없었어요?”
984,“없었습니다.”
985,있었다고 해도 아마 그 인연을 오래 이어가지 못했을 거라고 리히르트는 생각했다.
986,"전투 중 돌아가신 아버지의 뒤를 이어 가주가 되었을 때가 열넷이었다. 영지와 가문을 다스리는 것으로 유년시절의 대부분을 보내었고, 성년이 된 이후부터는 국경지대에 직접 나가 싸웠다. 그것이 그가 일평생 걸어온 길이었다."
987,"“누군가를 신경 쓸 여력도, 누군가와 깊은 대화를 나눌 시간조차 없이 대부분의 나날이 바빴습니다.”"
988,“힘들었겠네요.”
989,“힘들다고 생각해본 적은 없습니다.”
990,침묵이 깔려도 이상하지 않을 만큼 칼 같은 대답이었다. 하지만 놀랍게도 리히르트 그가 먼저 다시 입을 열었다.
991,“그대는 오랫동안 다른 사람을 만나지 않으면 힘듭니까?”
992,“저요? 음... 딱히 생각해본 적은 없는데 확실히 입이 근질근질해서 힘들 것 같아요. 저 근데 아까부터 묻고 싶었는데요. 제 이름 까먹었죠? 예전부터 계속 저보고 그대라고 해서......”
993,“숨길 생각은 없습니다.”
994,까먹었다는 말이었다. 아나샤는 역시! 하는 얼굴로 그를 쳐다보았다.
995,“며칠 전 일이기도 하고 워낙 갑작스럽게 시작된 소개라 따로 새겨들을 경황이 없었습니다. 다시 말해준다면 기억하도록 하겠습니다.”
996,그 말에 이제까지 몇 명의 귀족여인들이 그를 지나친지 모른다. 이름이란 곧 그 사람에 대한 관심이었다. 그렇기에 사교계에서는 상대의 이름을 잊는 것이 대단한 실례였다. 즉 관심이 없다는 말이니까.
997,하지만 리히르트는 이론적으로만 사교술을 배웠을 뿐 이런 귀족사회에 통용된 상식은 알지 못했다. 수도와는 거리가 멀다보니 황실의 큰 행사가 아니고야 사교계 쪽으로는 잘 참여하지도 않을뿐더러 그럴 여유도 없었다. 사교행사에 직접 참석한 횟수를 세자면 아마 열 손가락은커녕 다섯 손가락 정도 꼽을 것이다.
998,"물론 지금은 대단한 실례라는 것은 숙지하고 있었고, 그 나름대로의 변명까지 첨언한 상태였다."
999,"“다행이다, 사실 저도 까먹었거든요.”"
1000,그리고 그보다도 무지한 자가 있었다. 아나샤는 가슴을 쓸어내리며 밝은 표정을 지었다.
1001,"“단장님 이름을 까먹어서 어떻게 또 물어봐야할지 몰랐거든요. 몰래 다른 사람한테 물어볼까 했는데, 단장님도 제 이름을 까먹으셔서 마음이 편하네요.”"
1002,“그렇다니 다행입니다.”
1003,“네! 휴~ 역시 혼자 고민하는 게 아니었어요.”
1004,리히르트 역시 불쾌하다거나 괘씸하다거나하는 감정은 느끼지 않았다. 그저 잊었다면 다시 외우면 되는 것이라 여겼다.
1005,그때 아나샤가 불쑥 자리에서 일어났다. 리히르트는 자신의 얼굴 앞에 얼굴을 들이민 그녀의 행동에도 당황하지 않고 담담히 자리를 지켰다.
1006,“아샤예요. 다음에도 물어볼 테니까 잊으면 안돼요?”
1007,"“이번에는 확실히 기억하겠습니다. 제 이름은 리히...,”"
1008,“아! 제가 맞혀볼게요. 왠지 맞힐 수 있을 것 같아요!”
1009,“.......”
1010,"“리히루트! 리히라트? 아니다! 리히리트, 리히리트 맞죠?”"
1011,그리고 아나샤는 결국 끝까지 맞추지 못했다.
1012,
1013,
1014,
1015,[작품후기]
1016,*ૂ❛ᴗ❛*ૂ 12시에 연참으로 돌아올게요~
1017,코멘트와 추천 감사합니다!
1018,^^^
1019,그와 친해지는 법
1020,
1021,아나샤는 자칭 ‘총애 받는 부하’답게 매일 그의 주변에 있었다. 딱히 내려진 임무가 없다보니 주로 하는 일은 단장님과 담소 나누기가 되었다.
1022,리히르트도 다른 자들과는 지극히 업무에 국한된 얘기만 짧게 하는 것에 반해 그녀와 있을 때는 일상적인 얘기를 주로 나누었다.
1023,시답지 않다고 할 만큼 사소한 얘기였다. 꼬리에 꼬리를 물고 이어지다보면 대화의 주제에서 어느덧 멀어지는 경우가 허다했다. 그만큼 영양가 없는 내용이 주를 이뤘으나 이상하게도 그는 이 대화시간이 싫지 않았다.
1024,오히려 미묘하지만 수다의 즐거움을 알아가고 있는 참이었다.
1025,“네?! 정말요?”
1026,물론 그걸 받아주는 상대가 과할 만큼 잘 받아줘서인 탓도 있었지만. 아무튼 아나샤가 그에게 수다의 묘미를 일깨워주는 계기가 되고 있다는 것만은 확실했다.
1027,“진짜로요? 여기 와서 한 번도 수도구경을 해본 적이 없다고요?”
1028,“네.”
1029,“저번에 휴일도 있었잖아요. 모처럼 수도에 왔는데 둘러보시지! 얼마나 재밌는 곳도 많은데요.”
1030,본인이 더 열을 내며 아쉬워하는 모습에 리히르트는 그저 차분히 물을 뿐이었다.
1031,“어느 곳을 가야 재밌습니까?”
1032,"“음, 일단 서쪽에 큰 시내 쪽도 재밌고요. 그 주변에 구경할 거리도 많아요. 그리고 엘레니움 광장이라고 있는데 가끔 악단이 와서 공연도 해요. 아, 시장도 재밌어요!”"
1033,누가 보면 여행객을 꼬셔서 한몫을 챙기려는 관광업자처럼 보일 만큼 아나샤는 현란하게 혀를 놀렸다.
1034,“근데 혼자 가시게요?”
1035,“네. 그대가 이렇게까지 말해주니 가보고 싶다는 생각이 들어서 말입니다.”
1036,“좋은 생각이세요!”
1037,잘 생각했다며 그녀는 고개를 끄덕였다. 그러곤 비장하게 턱을 괴고 생각에 잠겼다.
1038,"“꼭 가봐야 하는 명소를 제가 지도에 표시해드릴게요. 일정은 휴일날 단 하루죠? 그럼 한 다섯 시간 정도 돌아다닌다고 치면, 음 시장이 나을 것 같아요. 주변에 먹을 거랑 구경할 거리가 많거든요. 제 말대로 다녀온다면 분명 후회하지 않을 걸요?”"
1039,“그렇군요. 그대 말대로 해보겠습니다.”
1040,“길은 잘 찾으세요? 지도 보실 줄 아시죠?”
1041,좋다고 추천할 때는 언제고 그녀는 한편으로는 그가 못내 걱정된다는 얼굴이었다. 마치 세 살배기 어린 아들을 물가에 내놓은 어머니처럼 말이다.
1042,"“그, 혹시라도 불쌍한 척하면서 돈 달라고 접근해오는 사람이 있으면 그냥 무시하고 지나쳐요. 그리고 길거리 공연을 봤다고 해서 무조건 돈 내야 되는 건 아니에요. 너무 잘 봐서 돈을 내고 싶다면 줘도 되는데 너무 큰 액수는 좀 위험해요. 그런 거 엿보고 있다가 삥 뜯으러 오는 불량배들이 간혹 있거든요. 그리고 길 알려주겠다고 따라오라고 해도 절대 따라가면 안 되고요!”"
1043,“......이해했습니다.”
1044,"“단장님은 뭔가 너무, 아니에요.”"
1045,"곱게 자란 귀족 중의 귀족이라는 이미지가 너무나도 딱 들어맞는 그였다. 예의가 바르고, 청렴결백하고, 남에게 따지기는커녕 조용히 넘어갈 것 같은 심성마저 여린 그였다."
1046,"물론 아나샤가 그에 대해 크게 오해하고 있다지만, 그녀의 눈에 비치는 그는 그랬다. 보호해줘야 할 아름다운 사슴 같았다."
1047,“아! 아니면 휴일날 저도 같이 가도 될까요?”
1048,불안해할 바에는 차라리 같이 가는 게 나을 것이라는 결론에 도달한 그녀였다.
1049,“제가 길도 안내해드리고 이것저것 소개해줄게요. 어떠세요?”
1050,“이번 달 한 번뿐인 휴일인데 괜찮겠습니까?”
1051,"“에이, 저도 한번뿐이면 단장님도 한번뿐인데요 뭘. 그리고 휴일에는 원래 놀러가 줘야하는 거예요.”"
1052,그녀의 말에 리히르트는 조용하지만 확실하게 좋다는 뜻을 보였다.
1053,*
1054,그리고 약속 전날 밤 리히르트는 늦게까지 서재에 있었다. 이전부터 읽어왔던 것으로 추정되는 책들이 그의 책상 왼편에 가득히 쌓여있었다.
1055,"책의 제목들은 하나같이 ‘에스코트 이론서’, ‘귀족남녀 간의 만남’, ‘데이트의 기본 매너’로 그가 평상시 읽던 전투서나 관련 보고서와는 전혀 다른 종류였다."
1056,"사실 리히르트는 이제와 복잡한 심경이었다. 여성과의 사적인 만남은 그의 인생에 있어서 처음 있는 일이었다. 감히 공작인 그에게 대놓고 만남을 신청할 여인이 어디 있겠으며, 또 그렇다 해서 쉽게 만나줄 그도 아니었었으니 말이다."
1057,물론 그녀는 그런 이성적인 접근을 원한 게 아니겠지만 어찌됐든 사전적 의미로는 데이트였다. 구체적으로 남성으로서 어떤 매너를 갖춰야하는지 정도는 배워둘 필요는 있다고 여겼다.
1058,밤새 남은 책들을 마저 완독한 그는 다음날 아침 시녀들이 준비한 옷을 갖춰 입었다. 따로 신경 써서 준비하라 이른 것은 아니었지만 그의 첫 휴일 외출복에 시녀장이 특별히 신경을 쓴 것이었다.
1059,검은 조끼를 안에 입고 짙푸른 계열의 정장코트를 덧입은 그는 누가 봐도 귀족들의 초대에 응한 사람 같았다.
1060,마차에 오른 리히르트는 미리 말해둔 목적지로 향했다. 작은 시계탑이 서쪽을 향해 세워진 광장거리 앞에서 마차는 멈췄다. 한적한 거리를 둘러보며 그가 세 걸음 정도 내딛은 순간이었다.
1061,어디선가 나타난 작은 무언가가 그의 가슴팍에 부딪쳐왔다. 일부러 인지 오히려 그의 팔을 꽉 잡아채더니 다시 마차 안으로 그를 밀어 넣었다.
1062,"리히르트는 얼떨떨한 감정이 가시지 않은 눈으로 제 품에 반쯤 묻힌 것 같은 여인을 내려다보았다. 그때, 아나샤가 팩하고 고개를 들었다."
1063,“세상에! 저희 오늘 시장 간다고 했는데!”
1064,아나샤는 그의 품에서 서둘러 떨어지고선 혹여 라도 누가보진 않았나 창문 밖을 응시했다. 다행히 한적한 거리라 아무도 없었다. 다시 그에게로 고개를 돌린 그녀는 앉아있는 그 앞에 서서 조용히 타이르듯 말했다.
1065,“......이렇게 시장에 가면요. 바로 폭력배들한테 찍혀서 뒷골목으로 끌려가요. 탈탈 털리고 싶으세요?”
1066,"“탈탈, 말입니까?”"
1067,"“저도 한 번 털려봤는데 진짜 숨겨놨던 동전까지 턴다니까요? 아무튼 일단 위에 그 옷 좀 벗으시고요. 바지는 어쩔 수 없겠지만, 확실히 셔츠 하나만 입는 게 눈에 덜 띄고 낫네요.”"
1068,그의 정장코트와 조끼를 차례로 압수한 아나샤가 작게 고개를 끄덕였다. 벗은 옷들을 마차 소파 한 편에 대충 던져놓고서 그녀는 나가려는 그를 붙잡았다.
1069,“잠깐만요. 아직 덜 됐어요!”
1070,“......?”
1071,동시에 리히르트의 시야가 비스듬히 가려졌다.
1072,"“짜잔, 이제 됐어요.”"
1073,방긋 웃으며 아나샤가 그의 머리 위에 암갈색 베레모를 눌러 씌운 것이다.
1074,사실 뭘 입든 간에 그는 너무 눈에 띄는 외양이었다. 잘생긴 얼굴이야 그렇다쳐도 머리마저 무려 백금발이니 말이다. 모자를 챙겨오기 잘했다고 여기며 아나샤는 그 모르게 얕은 한숨을 쉬었다.
1075,“이제 가요. 놀러.”
1076,손을 잡고 앞장서는 모양새가 흡사 그의 보호자였다. 아나샤는 익숙하게 길을 찾아 걷다가 뒤늦게 제 손바닥 안에서 조금씩 꿈틀대는 긴 손가락들을 눈치 챘다.
1077,"”헉, 미안해요. 들떠서 그만생각 없이 잡아버렸나 봐요.”"
1078,“......아닙니다.”
1079,"색소가 옅은 긴 속눈썹이 조용히 내려앉았다. 그는 생각에 잠긴 것 같기도 하고, 차가운 인상 때문인지 몰라도 어딘가 불쾌한 것 같기도 했다. 역시 친하지도 않은데 허락 없이 손을 잡아서 불편했던 걸까? 아나샤는 정말 미안한 얼굴을 했다."
1080,그 티 나는 얼굴에 리히르트는 빠르게 입을 열어 해명했다.
1081,"“정말로 미안해하지 않아도 됩니다. 불편했던 건 아닙니다. 그저...,”"
1082,“그저?”
1083,“조금 당황한 탓에......”
1084,"이상했다. 손을 잡는 것이면 그저 잡는 것일 텐데, 자신도 모르게 잠시 표정이 굳어버렸으니 말이다. 단지 그녀가 여인이라는 이유만으로 이런 접촉에 묘한 기분을 느끼는 것도 이상했다. 리히르트는 새삼스레 스스로를 이해할 수 없게 되어버렸다."
1085,“당황할 만하죠!”
